,question,relevant_documents_from_dense_retrieval
110,מה כוללת המחלקה להנדסת מכונות באוניברסיטת בן גוריון?,"[Document(id='3728237d-ba5f-4a3e-8c8f-f43bc34a9df7', metadata={'source': '374-2025.pdf', 'start_index': 10946}, page_content='ר לתואר שני בהנדסה סביבתית\nתוכנית לימודים לתואר כפול: הנדסת בניין )התמחות במבנים( ומדעי כדור הארץ והסביבה\nתוכנית זו הינה ייחודית הנלמדת באוניברסיטת בן-גוריון בלבד. התוכנית נוסדה לשם מתן מענה אקדמי לצורכי\nהמדינה בתחום התשתיות הלאומיות, לקראת אתגרי העתיד.')]"
111,מהו תפקידו המרכזי של מהנדס המכונות?,"[Document(id='a9d9fb6b-c999-4db1-bd94-cd71dc72b93e', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='נות אוטומטיות.\nמסלול הבקרה, מכטרוניקה ורובוטיקה מכשיר מהנדסי מכונות עם התמחות בתחום הבקרה. התלמידים\nלומדים את עקרונות התכנון של מערכות בקרה, משלב התכנון ועד שלב המימוש על ידי מערכות מיקרו-\nמחשב. המסלול שם דגש על מערכות רובוטיות. במסגרת זו התלמידים לומדי�')]"
112,כיצד מורכבת תכנית הלימודים לתואר ראשון בהנדסת מכונות?,"[Document(id='1fa7eb67-209f-438a-a97b-4b277fc832f4', metadata={'source': '363-2025.pdf', 'start_index': 2132}, page_content=' למחקר\nמסלול זה יחשוף את הסטודנטים כבר במהלך התואר הראשון לאספקטים שונים של עבודת מחקר\nאקדמית: מיומנויות, נושאים ואתגרים.\nבנוסף, קיימת תכנית מצוינות לתואר כפול – הנדסה כימית וכימיה: ננוטכנולוגיה. התכנית מעניקה תואר\nבוגר )B.Sc( בכימיה ותואר בוגר )B.Sc( בהנד')]"
113,איזו הכשרה בסיסית מקבלים הסטודנטים בשתי שנות הלימוד הראשונות?,"[Document(id='d87fa0d0-c255-49cd-a00c-0a7a38cdcae0', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content=' לכל אורך הלימודים. התוכנית היא בת ארבע\nשנים ומציבה אתגר ועומס לימודים גדול בפני התלמידים שמתקבלים: 210 נקודות זכות )200 נקודות זכות\nלאלו שהחלו ללמוד לפני תשע""ו( במשך ארבע השנים בהשוואהל-160 נקודות זכות הנדרשות בהנדסת\nמכונות ול-120 נקודות זכות הנדרשות במשך 3 שנים �'), Document(id='acff1bc6-35c0-44af-94ef-0cdd92ae0f5c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�ימיה\nותכנות מחשבים וכן במקצועות מדעי ההנדסה הבסיסיים שהוזכרו לעיל. השנתיים המתקדמות מוקדשות\nלהתמחות במסלולים לפי בחירת התלמיד. לקראת שנת הלימודים השלישית רשאי התלמיד לבחור באחד מתוך\nמתשעת מסלולי ההתמחות. במסגרת מסלול ההתמחות התלמידים לומדים מקצועות שונים')]"
114,כיצד בנויות השנים המתקדמות בלימודי הנדסת מכונות?,"[Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�')]"
115,מהו פרויקט הגמר בלימודי הנדסת מכונות?,[]
116,אילו תחומי מחקר והתמחות קיימים בקרב חברי הסגל במחלקה?,"[Document(id='12874d79-e215-4096-8761-f0fdcaa024ec', metadata={'source': '369-2025.pdf', 'start_index': 1642}, page_content=' על מחקר במעבדות המחלקה בהנחיית חברי הסגל. מהתלמידים נדרשת עבודת מחקר ברמה גבוהה\nהמתפרסמת בכתבי עת מובילים בתחום. מבחר נושאי המחקר במחלקה רחב ביותר, ומתמקד באלו הנחשבים\nלטכנולוגיות העילית שבביוטכנולוגיה, כגון: הנדסת רקמות ותאי גזע, ביו-חומרים חכמים, בי'), Document(id='4b5dfcf8-1a2b-4f1c-8b3c-41b2a7115787', metadata={'source': '372-2025.pdf', 'start_index': 24283}, page_content='ה וקיים רצון של הסטודנט ושל המנחה, הסטודנטים ישולבו בעבודה בשכר\nכעוזרי מחקר, במעבדות השונות של חברי הסגל האקדמי כבר עם קבלתם ללימודים בתכנית.\n3. קורסי בחירה : לסטודנטים בתוכנית תהיה הקצאה מיוחדת של מקומות בקורסי בחירה במחלקה, ובנוסף\nיהיו זכאים')]"
117,כיצד מתבטאת ההתנסות המעשית במסגרת הלימודים?,[]
118,מה נדרש מכל תלמיד לצבור כדי להשלים את התואר בהנדסת מכונות?,[]
119,מהו האופי הייחודי של בית הספר להנדסת חשמל ומחשבים?,"[Document(id='2121f787-f6b9-4191-a453-b7ad6990eb36', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�קדמית, והן בתעשיית ההייטק .\nמטרת בית הספר להנדסת חשמל ומחשבים היא כפולה. מחד, ביה""ס מכשיר מהנדסים בעלי רקע בסיסי במדעי\nהיסוד ובמקצועות היסוד בתחומי הנדסת החשמל, הנדסת המחשבים, והנדסת מערכות התקשורת. הרקע\nהבסיסי הוא חיוני כדי לאפשר למהנדס להתמוד'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='c1ec31e2-97fb-4b94-8173-8c4a94415125', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ארי. .B.Sc: הנדסת חשמל ומחשבים, הנדסת חשמל ומחשבים עם\nהתמחות במתמטיקה, הנדסת מחשבים והנדסת מערכות תקשורת. לכל אחד מהתארים הנ""ל יש מסלולי לימוד\nשיפורטו בהמשך. הלימודים לתואר שני ושלישי במסגרת בית הספר מתקיימים במסגרת שלושה חוגים: החוג\nלהנדסת חשמל ומחשבים, ה'), Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='9227b42b-374d-4377-9488-e556f0bab77c', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שמל ומחשבים ובוגר.B.Sc במדעי המחשב. לפיכך בוגר\nהתוכנית יוכל להמשיך ללא השלמות לתואר שני בבית הספר להנדסת חשמל ומחשבים או במחלקה למדעי המחשב,\nלפי בחירתו .\nהתוכנית מיועדת לתלמידים שיעמדו בתנאי הקבלה לתואר ראשון של כל אחת מהמחלקות - הנדסת חשמל\nומחשבים ומדעי המחש'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='584c9243-3cb1-48cd-8603-d92bdf36d99b', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ביה""ס להנדסת חשמל ומחשבים באוניברסיטת בן-גוריון בנגב, מאפשרת לסטודנטים לקבל החלטה\nמושכלת יותר באשר לתחום הלימודים הרצוי להם, אחרי שנה שלמה שבה קיבלו הזדמנות להכיר מעט יותר\nלעומק את התכנים הרלוונטיים לתכניות השונות, את ההבדלים ביניהן, ואת הייחודיות של כ'), Document(id='7ed6a4de-28d2-467c-9bdb-533818ecd8e9', metadata={'source': '361-2025.pdf', 'start_index': 2542}, page_content=' השונות, את ההבדלים ביניהן, ואת הייחודיות של כל תכנית.\nהחל משנת הלימודים השניה מתחילים הסטודנטים להתמקד בתכנים ספציפיים בהתאם לתכנית הלימודים בה\nהם לומדים; )1( בתכנית להנדסת חשמל ומחשבים הדגשים הם על תחומים כגון הספק ואנרגיה, אלקטרומגנטיות\nומיקרוגלים')]"
120,מה מטרת בית הספר להנדסת חשמל ומחשבים בהכשרת מהנדסים?,"[Document(id='2121f787-f6b9-4191-a453-b7ad6990eb36', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�קדמית, והן בתעשיית ההייטק .\nמטרת בית הספר להנדסת חשמל ומחשבים היא כפולה. מחד, ביה""ס מכשיר מהנדסים בעלי רקע בסיסי במדעי\nהיסוד ובמקצועות היסוד בתחומי הנדסת החשמל, הנדסת המחשבים, והנדסת מערכות התקשורת. הרקע\nהבסיסי הוא חיוני כדי לאפשר למהנדס להתמוד'), Document(id='c1ec31e2-97fb-4b94-8173-8c4a94415125', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ארי. .B.Sc: הנדסת חשמל ומחשבים, הנדסת חשמל ומחשבים עם\nהתמחות במתמטיקה, הנדסת מחשבים והנדסת מערכות תקשורת. לכל אחד מהתארים הנ""ל יש מסלולי לימוד\nשיפורטו בהמשך. הלימודים לתואר שני ושלישי במסגרת בית הספר מתקיימים במסגרת שלושה חוגים: החוג\nלהנדסת חשמל ומחשבים, ה'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע')]"
121,אילו תכניות לתואר ראשון מוצעות בבית הספר להנדסת חשמל ומחשבים?,"[Document(id='c1ec31e2-97fb-4b94-8173-8c4a94415125', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ארי. .B.Sc: הנדסת חשמל ומחשבים, הנדסת חשמל ומחשבים עם\nהתמחות במתמטיקה, הנדסת מחשבים והנדסת מערכות תקשורת. לכל אחד מהתארים הנ""ל יש מסלולי לימוד\nשיפורטו בהמשך. הלימודים לתואר שני ושלישי במסגרת בית הספר מתקיימים במסגרת שלושה חוגים: החוג\nלהנדסת חשמל ומחשבים, ה'), Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='2cce989e-78c7-487b-a98d-0eacf9f44c66', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='היה לתלמיד מנחה מהמחלקה להנדסת מערכות תוכנה ומידע, ומנחה נוסף מהפקולטה למדעי\nהרפואה.\nלמי מתאימה התכנית?\nלימודי המגמה מיועדים בעיקר לבוגרי תואר ראשון בהנדסת מערכות מידע, הנדסת תוכנה, מדעי המחשב או\nתכניות דומות, או לבוגרי תואר ראשון לפחות ברפואה, במ�'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �')]"
122,כיצד בנויה השנה הראשונה בכל התכניות בבית הספר להנדסת חשמל ומחשבים?,"[Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='411882d0-aa1b-49c0-9f8a-d7b0fd61d9f0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� בתחומי מדעי המחשב.\nהלימודים בשנה הראשונה הם משותפים לכל תכניות הלימודים במסגרת ביה""ס, דבר המאפשר לסטודנטים\nלעבור בין תכניות הלימודים בתום השנה הראשונה באופן אוטומטי, בכפוף לתנאי מעבר. אפשרות זו, שהיא\nייחודית לביה""ס להנדסת חשמל ומחשבים באוניברסיטת בן-'), Document(id='6e9ea1c8-630c-4198-b9ef-7cf3856dbae7', metadata={'source': '361-2025.pdf', 'start_index': 9563}, page_content='ית הלימודים לתואר הראשון ) .B.Sc( בהנדסת חשמל ומחשבים כוללת שנה ראשונה של\nלימודי יסוד המשותפת לכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה,\nמדעי המחשב, הנדסת חשמל, והנדסת מחשבים. במהלך השנה השנייה המשותפת כמעט במלואה עם הנדסת\nמחשב'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='7ed6a4de-28d2-467c-9bdb-533818ecd8e9', metadata={'source': '361-2025.pdf', 'start_index': 2542}, page_content=' השונות, את ההבדלים ביניהן, ואת הייחודיות של כל תכנית.\nהחל משנת הלימודים השניה מתחילים הסטודנטים להתמקד בתכנים ספציפיים בהתאם לתכנית הלימודים בה\nהם לומדים; )1( בתכנית להנדסת חשמל ומחשבים הדגשים הם על תחומים כגון הספק ואנרגיה, אלקטרומגנטיות\nומיקרוגלים'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע'), Document(id='3c16cd42-0b07-416b-bee5-61a207d8ba48', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�חי הנדסת חשמל והנדסת מחשבים בהתאם לתכנית הלימודים שלו, מבנה נתונים, מערכות\nלינאריות, מעגלים אלקטרוניים, מבוא לעיבוד אותות ועוד. מקצועות אלה מקנים לתלמיד רקע בסיסי במכלול\nהנושאים המרכיבים את התואר. החל מהסמסטר החמישי ללימודים )תחילת השנה השלישית(, בוחר התל')]"
123,מדוע קיים דגש רב על מקצועות מתמטיים ופיזיקליים בתכניות הלימודים?,"[Document(id='51feecef-a562-47fc-a3a0-e0fbef9e680e', metadata={'source': '365-2025.pdf', 'start_index': -1}, page_content='�ן ידע בסיסי לשם הבנת תהליכים והתנהגותם של\nחומרים בתנאים שונים. כמו כן, מודגש הקשר בין מבנה החומרים לבין תכונותיהם הפיסיקליות, המכניות\nוהאלקטרוניות. בשנת הלימודים הרביעית לתלמידים ניתן גם ספקטרום רחב של מקצועות בחירה המאפשרים\nלהרחיב ולהעמיק את הידע במספר'), Document(id='eb998a76-4cb2-4ad8-bb92-8e7e22a16758', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='לימוד הקורס ""מבוא לפיסיקה - מכניקה"" לפני\nתחילת שנת הלימודים. קורס זה ניתן במסגרת המכינה במהלך הקיץ.\n2. מקצועות יסוד במדעי הטבע - מקצועות חובה בסיסיים הכוללים מקצועות מתמטיים ופיזיקליים .\n3. מקצועות יסוד בהנדסת מחשבים - מקצועות חובה המקנים לתלמיד ידע ב�')]"
124,מה מאפשר המעבר בין התכניות בתום השנה הראשונה?,"[Document(id='4b20d474-ebba-4677-a54f-d3aeda67abf4', metadata={'source': '361-2025.pdf', 'start_index': 132973}, page_content='קשרות זו לא מבטיחה\nקבלה למסלול המחקרי בסיום תקופת ""לימודי הצבירה"".\n4. בשלב ""לימודי הצבירה"" ישלם התלמיד שכר לימוד לפי מספר הנק""ז בפועל, שיחויבו על פי התעריף\nהנהוג באוניברסיטה בלימודי התואר השני.\n5. תוך 3 שנים מתחילת התוכנית, על התלמיד לבחור במסלול לימודים: מסלול מ'), Document(id='ab7cafbe-5fe9-48b1-9748-62ae8a950ee8', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�שפ""ג.\n3.3 מעברים בין תוכניות\nהמעברים בין התוכניות יתאפשרו בסוף כל שנה אקדמית.\nבמעבר בין המחלקות ישקלו הגורמים הבאים :\n1. ממוצע כללי: הדרישה היא שהממוצע יהיה גבוהמ-80.\n2. מכסת הסטודנטים בתוכנית אליה מתוכננים לעבור.\n3. הסכמת ראש התוכנית.\nמעבר בין התוכניות עלו'), Document(id='63f4a2cd-e8f0-4b0e-87de-32e41fb98f9b', metadata={'source': '365-2025.pdf', 'start_index': -1}, page_content='דים במקביל לגיוסם\nותשמר להם הזכות לחזור למסלול עד 5 שנים מיום תחילת התואר השני.\n11. תלמיד הלומד במסגרת העתודה האקדמית הצבאית, יצטרך לתאם את לימודיו עם העתודה.\nהאחריות היא על התלמיד מול הצבא ועליו להציג אישור הצבא ללימודים במסלול זה.\nג . מלגות סיוע, מלגות שכר �')]"
125,אילו מסלולים נלמדים במסגרת התכנית להנדסת חשמל ומחשבים?,"[Document(id='e15bd100-fbbe-45a9-a4a5-73075ff9cb14', metadata={'source': '361-2025.pdf', 'start_index': 12743}, page_content='מטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, והנדסת מחשבים. החל מן השנה השניה הסטודנטים בתכנית להנדסת מערכות תקשורת מתמקדים בקורסים\nמתקדמים בנושאי מחשוב, תקשורת, ורשתות, במקביל להעמקה בתחומי בסיס מתמטיים הדרושים בתחומים\nמתקדמים אלו. תכנית הלימודים מאפשרת'), Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='bcbd4ff3-5d74-4708-a33a-d48583579a84', metadata={'source': '362-2025.pdf', 'start_index': 7842}, page_content='נדסת חשמל\nומחשבים. בוגרי התוכנית יכולים להירשם בפנקס המהנדסים וכמו כן באפשרותם להמשיך ללא השלמות לתואר\nהשני והשלישי במחלקה להנדסת מכונות או בבית הספר להנדסת חשמל לפי בחירתם. תנאי הקבלה לתוכנית,\n5\n מבנה הלימודים ופרטים נוספים מובאים בהמשך.\nהתוכנית המשו'), Document(id='1fee7252-c143-4f31-ae7d-989059c7fc2e', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�שם\nבפנקס המהנדסים וכמו כן באפשרותם להמשיך ללא השלמות לתואר השני והשלישי במחלקה להנדסת מכונות\nאו במחלקה להנדסת חומרים לפי בחירתם. תנאי הקבלה לתוכנית, מבנה הלימודים ופרטים נוספים מובאים\nבהמשך.\nהתוכנית המשולבת לתואר כפול הנדסת מכונות-הנדסת חשמל ומחשבי�'), Document(id='3bf49e53-a5cd-4ec4-b620-4ce81496c058', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� יידע\nמעמיק, תאורטי ומעשי, ייחודי ובין-תחומי. הידע הזה נמצא במלואו, ובהיבטים רבים, בבית הספר להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון. אנו פותחים לימודי מיקוד במערכות מאובטחות במסגרת תואר\nשני בהנדסת חשמל ומחשבים, המיועדים להכשרת מומחים בנושא. ההכשרה תכלו'), Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n')]"
126,איך בנוי הפרויקט ההנדסי בסוף התואר בבית הספר להנדסת חשמל ומחשבים?,"[Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='7562ef80-da44-46bc-8e76-058433cf9b45', metadata={'source': '372-2025.pdf', 'start_index': 25922}, page_content='קולטה\nלמדעי ההנדסה. בתוכנית להנדסת תוכנה גם משתתפים חיילים במסגרת התוכנית הצה""לית ""פסגות"".\nתלמידים מצטיינים יכולים לעבור בשנה הרביעית ישירות ללימודי תואר שני במדעי המחשב או בהנדסת מערכות\nמידע במסלול מית""ר להנדסה. במסגרת מסלול זה התלמיד יסיים את התואר הרא'), Document(id='c1ec31e2-97fb-4b94-8173-8c4a94415125', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ארי. .B.Sc: הנדסת חשמל ומחשבים, הנדסת חשמל ומחשבים עם\nהתמחות במתמטיקה, הנדסת מחשבים והנדסת מערכות תקשורת. לכל אחד מהתארים הנ""ל יש מסלולי לימוד\nשיפורטו בהמשך. הלימודים לתואר שני ושלישי במסגרת בית הספר מתקיימים במסגרת שלושה חוגים: החוג\nלהנדסת חשמל ומחשבים, ה'), Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�'), Document(id='9227b42b-374d-4377-9488-e556f0bab77c', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שמל ומחשבים ובוגר.B.Sc במדעי המחשב. לפיכך בוגר\nהתוכנית יוכל להמשיך ללא השלמות לתואר שני בבית הספר להנדסת חשמל ומחשבים או במחלקה למדעי המחשב,\nלפי בחירתו .\nהתוכנית מיועדת לתלמידים שיעמדו בתנאי הקבלה לתואר ראשון של כל אחת מהמחלקות - הנדסת חשמל\nומחשבים ומדעי המחש'), Document(id='3bf49e53-a5cd-4ec4-b620-4ce81496c058', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� יידע\nמעמיק, תאורטי ומעשי, ייחודי ובין-תחומי. הידע הזה נמצא במלואו, ובהיבטים רבים, בבית הספר להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון. אנו פותחים לימודי מיקוד במערכות מאובטחות במסגרת תואר\nשני בהנדסת חשמל ומחשבים, המיועדים להכשרת מומחים בנושא. ההכשרה תכלו'), Document(id='b13553b3-0753-4f5f-b10b-7fa5e627f1d1', metadata={'source': '361-2025.pdf', 'start_index': 95538}, page_content='רותם להמשיך ללא השלמות לתואר השני והשלישי במחלקה להנדסת מכונות או בבית הספר\nלהנדסת חשמל ומחשבים לפי בחירתם.\nבמסגרת המחקר העכשווי והפיתוח התעשייתי תחומי החפיפה בין הנדסת המכונות והנדסת חשמל הולכים\nומתרחבים. כתוצאה מכך שיתוף הפעולה בין חוקרים משני התחומ'), Document(id='bcbd4ff3-5d74-4708-a33a-d48583579a84', metadata={'source': '362-2025.pdf', 'start_index': 7842}, page_content='נדסת חשמל\nומחשבים. בוגרי התוכנית יכולים להירשם בפנקס המהנדסים וכמו כן באפשרותם להמשיך ללא השלמות לתואר\nהשני והשלישי במחלקה להנדסת מכונות או בבית הספר להנדסת חשמל לפי בחירתם. תנאי הקבלה לתוכנית,\n5\n מבנה הלימודים ופרטים נוספים מובאים בהמשך.\nהתוכנית המשו')]"
